source_image,target_image,pose_error_norm,pose_best_output,expression_sim,expression_best_output,id_similarity,id_best_output,valid_outputs,total_outputs
/storage/users/multicog/mehul/RealismGuidance/data/source/08658.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/24361.jpg,0.1057,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/08658__24361/n08/img/08658__24361__final__s00.png,0.9834,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/08658__24361/n08/img/08658__24361__final__s02.png,0.4479,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/08658__24361/n08/img/08658__24361__final__s02.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/19318.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/02645.jpg,0.1431,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/19318__02645/n08/img/19318__02645__final__s07.png,0.8995,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/19318__02645/n08/img/19318__02645__final__s01.png,0.3301,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/19318__02645/n08/img/19318__02645__final__s05.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/04758.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/09267.jpg,0.8231,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/04758__09267/n08/img/04758__09267__final__s04.png,0.9958,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/04758__09267/n08/img/04758__09267__final__s05.png,0.6002,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/04758__09267/n08/img/04758__09267__final__s02.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/05007.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/21330.jpg,0.0461,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/05007__21330/n08/img/05007__21330__final__s04.png,0.9977,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/05007__21330/n08/img/05007__21330__final__s02.png,0.2661,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/05007__21330/n08/img/05007__21330__final__s02.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/16972.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/12281.jpg,0.038,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/16972__12281/n08/img/16972__12281__final__s06.png,0.9923,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/16972__12281/n08/img/16972__12281__final__s01.png,0.2768,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/16972__12281/n08/img/16972__12281__final__s06.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/10479.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/16886.jpg,0.1041,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/10479__16886/n08/img/10479__16886__final__s03.png,0.9957,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/10479__16886/n08/img/10479__16886__final__s05.png,0.7265,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/10479__16886/n08/img/10479__16886__final__s01.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/07929.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/17635.jpg,0.0638,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/07929__17635/n08/img/07929__17635__final__s04.png,0.992,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/07929__17635/n08/img/07929__17635__final__s04.png,0.2239,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/07929__17635/n08/img/07929__17635__final__s04.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/22279.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/29539.jpg,0.1127,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/22279__29539/n08/img/22279__29539__final__s05.png,0.9942,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/22279__29539/n08/img/22279__29539__final__s07.png,0.4135,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/22279__29539/n08/img/22279__29539__final__s05.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/08193.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/00451.jpg,0.0626,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/08193__00451/n08/img/08193__00451__final__s01.png,0.9912,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/08193__00451/n08/img/08193__00451__final__s05.png,0.287,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/08193__00451/n08/img/08193__00451__final__s03.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/17834.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/25414.jpg,0.0222,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/17834__25414/n08/img/17834__25414__final__s02.png,0.9874,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/17834__25414/n08/img/17834__25414__final__s03.png,0.1144,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-28-10-47-40/17834__25414/n08/img/17834__25414__final__s04.png,8,8
