source_image,target_image,pose_error_norm,pose_best_output,expression_sim,expression_best_output,id_similarity,id_best_output,valid_outputs,total_outputs
/storage/users/multicog/mehul/RealismGuidance/data/source/23475.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/16689.jpg,0.0986,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/23475__16689/n08/img/23475__16689__final__s03.png,0.9968,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/23475__16689/n08/img/23475__16689__final__s07.png,0.6114,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/23475__16689/n08/img/23475__16689__final__s01.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/23218.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/25587.jpg,0.1218,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/23218__25587/n08/img/23218__25587__final__s04.png,0.9889,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/23218__25587/n08/img/23218__25587__final__s02.png,0.2772,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/23218__25587/n08/img/23218__25587__final__s02.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/07050.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/25784.jpg,0.1999,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/07050__25784/n08/img/07050__25784__final__s07.png,0.9867,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/07050__25784/n08/img/07050__25784__final__s05.png,0.1733,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/07050__25784/n08/img/07050__25784__final__s02.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/04630.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/17868.jpg,0.0388,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/04630__17868/n08/img/04630__17868__final__s06.png,0.9895,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/04630__17868/n08/img/04630__17868__final__s03.png,0.6301,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/04630__17868/n08/img/04630__17868__final__s06.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/18212.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/11043.jpg,0.0509,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/18212__11043/n08/img/18212__11043__final__s05.png,0.9965,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/18212__11043/n08/img/18212__11043__final__s01.png,0.5982,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/18212__11043/n08/img/18212__11043__final__s05.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/14305.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/12556.jpg,0.8078,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/14305__12556/n08/img/14305__12556__final__s02.png,0.9978,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/14305__12556/n08/img/14305__12556__final__s04.png,0.7776,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/14305__12556/n08/img/14305__12556__final__s04.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/12694.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/09100.jpg,0.5343,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/12694__09100/n08/img/12694__09100__final__s02.png,0.9946,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/12694__09100/n08/img/12694__09100__final__s05.png,0.4023,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/12694__09100/n08/img/12694__09100__final__s05.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/25381.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/12957.jpg,0.0718,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/25381__12957/n08/img/25381__12957__final__s04.png,0.9939,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/25381__12957/n08/img/25381__12957__final__s06.png,0.4227,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/25381__12957/n08/img/25381__12957__final__s05.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/17607.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/10213.jpg,0.1023,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/17607__10213/n08/img/17607__10213__final__s02.png,0.9972,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/17607__10213/n08/img/17607__10213__final__s00.png,0.4955,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/17607__10213/n08/img/17607__10213__final__s01.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/20567.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/09467.jpg,1.0,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/20567__09467/n08/img/20567__09467__final__s00.png,0.9954,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/20567__09467/n08/img/20567__09467__final__s00.png,0.4811,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/20567__09467/n08/img/20567__09467__final__s00.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/00683.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/07722.jpg,0.0471,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/00683__07722/n08/img/00683__07722__final__s02.png,0.996,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/00683__07722/n08/img/00683__07722__final__s00.png,0.7087,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/00683__07722/n08/img/00683__07722__final__s01.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/23052.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/01772.jpg,0.0922,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/23052__01772/n08/img/23052__01772__final__s04.png,0.9949,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/23052__01772/n08/img/23052__01772__final__s07.png,0.4974,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/23052__01772/n08/img/23052__01772__final__s07.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/01463.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/14078.jpg,0.108,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/01463__14078/n08/img/01463__14078__final__s06.png,0.993,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/01463__14078/n08/img/01463__14078__final__s02.png,0.4344,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/01463__14078/n08/img/01463__14078__final__s00.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/25613.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/13528.jpg,0.0403,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/25613__13528/n08/img/25613__13528__final__s02.png,0.99,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/25613__13528/n08/img/25613__13528__final__s06.png,0.7646,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/25613__13528/n08/img/25613__13528__final__s00.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/10657.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/03526.jpg,0.1029,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/10657__03526/n08/img/10657__03526__final__s05.png,0.996,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/10657__03526/n08/img/10657__03526__final__s01.png,0.5912,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/10657__03526/n08/img/10657__03526__final__s05.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/24126.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/29511.jpg,0.0696,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/24126__29511/n08/img/24126__29511__final__s06.png,0.9746,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/24126__29511/n08/img/24126__29511__final__s01.png,0.3552,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/24126__29511/n08/img/24126__29511__final__s04.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/02897.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/13020.jpg,0.1166,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/02897__13020/n08/img/02897__13020__final__s06.png,0.9974,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/02897__13020/n08/img/02897__13020__final__s07.png,0.3948,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/02897__13020/n08/img/02897__13020__final__s00.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/03199.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/29871.jpg,0.04,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/03199__29871/n08/img/03199__29871__final__s06.png,0.9957,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/03199__29871/n08/img/03199__29871__final__s02.png,0.3988,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/03199__29871/n08/img/03199__29871__final__s01.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/22832.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/01029.jpg,0.7884,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/22832__01029/n08/img/22832__01029__final__s00.png,0.994,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/22832__01029/n08/img/22832__01029__final__s05.png,0.3319,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/22832__01029/n08/img/22832__01029__final__s00.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/17252.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/11302.jpg,0.073,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/17252__11302/n08/img/17252__11302__final__s06.png,0.9951,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/17252__11302/n08/img/17252__11302__final__s00.png,0.4409,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/17252__11302/n08/img/17252__11302__final__s02.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/28754.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/17357.jpg,0.0652,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/28754__17357/n08/img/28754__17357__final__s00.png,0.997,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/28754__17357/n08/img/28754__17357__final__s00.png,0.639,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/28754__17357/n08/img/28754__17357__final__s03.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/19908.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/06016.jpg,0.0629,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/19908__06016/n08/img/19908__06016__final__s00.png,0.9929,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/19908__06016/n08/img/19908__06016__final__s00.png,0.4582,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/19908__06016/n08/img/19908__06016__final__s01.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/02618.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/03789.jpg,0.0669,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/02618__03789/n08/img/02618__03789__final__s06.png,0.9968,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/02618__03789/n08/img/02618__03789__final__s03.png,0.3655,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/02618__03789/n08/img/02618__03789__final__s02.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/20794.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/26367.jpg,0.0677,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/20794__26367/n08/img/20794__26367__final__s03.png,0.9824,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/20794__26367/n08/img/20794__26367__final__s03.png,0.3566,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/20794__26367/n08/img/20794__26367__final__s02.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/19043.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/17917.jpg,0.0402,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/19043__17917/n08/img/19043__17917__final__s01.png,0.9924,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/19043__17917/n08/img/19043__17917__final__s01.png,0.2631,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/19043__17917/n08/img/19043__17917__final__s01.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/06205.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/24133.jpg,0.1129,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/06205__24133/n08/img/06205__24133__final__s05.png,0.9897,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/06205__24133/n08/img/06205__24133__final__s02.png,0.5023,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/06205__24133/n08/img/06205__24133__final__s01.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/22432.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/20859.jpg,0.059,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/22432__20859/n08/img/22432__20859__final__s04.png,0.9892,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/22432__20859/n08/img/22432__20859__final__s03.png,0.4665,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/22432__20859/n08/img/22432__20859__final__s05.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/11479.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/04259.jpg,0.1789,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/11479__04259/n08/img/11479__04259__final__s04.png,0.9966,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/11479__04259/n08/img/11479__04259__final__s04.png,0.3051,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/11479__04259/n08/img/11479__04259__final__s03.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/00907.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/04364.jpg,0.0385,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/00907__04364/n08/img/00907__04364__final__s06.png,0.9912,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/00907__04364/n08/img/00907__04364__final__s01.png,0.6879,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/00907__04364/n08/img/00907__04364__final__s05.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/01300.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/15661.jpg,0.1472,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/01300__15661/n08/img/01300__15661__final__s04.png,0.9971,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/01300__15661/n08/img/01300__15661__final__s02.png,0.4064,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/01300__15661/n08/img/01300__15661__final__s04.png,8,8
/storage/users/multicog/mehul/RealismGuidance/data/source/15653.jpg,/storage/users/multicog/mehul/RealismGuidance/data/target/23130.jpg,0.6754,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/15653__23130/n08/img/15653__23130__final__s05.png,0.9794,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/15653__23130/n08/img/15653__23130__final__s06.png,0.256,/storage/users/multicog/mehul/RealismGuidance/output/checkpoints/batch/2026-04-30-04-10-15/15653__23130/n08/img/15653__23130__final__s01.png,8,8
